smiles_clean,valid,comment,n_reos_warnings,inchi,label_raw,id,split
COC(=O)C1SCCC1=NC(=O)c1ccc(C)c(C)c1,True,imine,1,"InChI=1S/C15H17NO3S/c1-9-4-5-11(8-10(9)2)14(17)16-12-6-7-20-13(12)15(18)19-3/h4-5,8H,6-7H2,1-3H3,(H,16,17)",1,1001,valid
O[C@@H]1[C@@H](OCc2ccccc2)OC[C@H](O)[C@@H]1O,True,(),0,"InChI=1S/C12H16O5/c13-9-7-17-12(11(15)10(9)14)16-6-8-4-2-1-3-5-8/h1-5,9-15H,6-7H2/t9-,10-,11-,12-/m0/s1",0,1002,valid
CCOC(=O)c1sc(NS(=O)(=O)c2ccccc2)nc1C,True,(),0,"InChI=1S/C13H14N2O4S2/c1-3-19-12(16)11-9(2)14-13(20-11)15-21(17,18)10-7-5-4-6-8-10/h4-8H,3H2,1-2H3,(H,14,15)",0,1003,valid
CCOC(=O)N/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2c3c(c(O)n(-c4ccc(F)cc4F)c3O)CC[C@@H]12,True,"imine, Oxygen-nitrogen single bond",2,"InChI=1S/C21H23F2N3O6/c1-2-32-21(31)25-24-13-8-15(27)18(28)16-10(13)4-5-11-17(16)20(30)26(19(11)29)14-6-3-9(22)7-12(14)23/h3,6-7,10-11,15-18,27-28H,2,4-5,8H2,1H3,(H,25,31)/b24-13-/t10-,11+,15+,16-,17-,18+/m0/s1",0,1004,valid
Cc1ccc2[nH]c(Cc3ccc(N)cc3)nc2c1,True,aniline,1,"InChI=1S/C15H15N3.ClH/c1-10-2-7-13-14(8-10)18-15(17-13)9-11-3-5-12(16)6-4-11;/h2-8H,9,16H2,1H3,(H,17,18);1H",1,1005,valid
Cc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(OCCN2CCCCC2)cc1,True,(),0,"InChI=1S/C29H31N3O3/c1-21-28(22-5-11-25(33)12-6-22)30-32(24-9-13-26(34)14-10-24)29(21)23-7-15-27(16-8-23)35-20-19-31-17-3-2-4-18-31/h5-16,33-34H,2-4,17-20H2,1H3",1,1006,valid
CCc1cc2c(nc1CC)CCN(CC/C(C)=N/O[C@@H](C)c1cc(-c3c(C)cc(C)cc3C)no1)C2,True,"imine, Oxygen-nitrogen single bond",2,"InChI=1S/C30H40N4O2/c1-8-24-16-25-18-34(13-11-27(25)31-26(24)9-2)12-10-22(6)32-35-23(7)29-17-28(33-36-29)30-20(4)14-19(3)15-21(30)5/h14-17,23H,8-13,18H2,1-7H3/b32-22+/t23-/m0/s1",0,1007,valid
O=C1Nc2ccccc2C1=Nc1sc2c(c1C(=O)NCCc1ccccc1)CCCC2,True,imine,1,"InChI=1S/C25H23N3O2S/c29-23(26-15-14-16-8-2-1-3-9-16)21-18-11-5-7-13-20(18)31-25(21)28-22-17-10-4-6-12-19(17)27-24(22)30/h1-4,6,8-10,12H,5,7,11,13-15H2,(H,26,29)(H,27,28,30)",1,1008,valid
Cc1ccc(CNC(=O)C2(NC(=O)Nc3ccc(C)cc3)CCCCC2)cc1,True,(),0,"InChI=1S/C23H29N3O2/c1-17-6-10-19(11-7-17)16-24-21(27)23(14-4-3-5-15-23)26-22(28)25-20-12-8-18(2)9-13-20/h6-13H,3-5,14-16H2,1-2H3,(H,24,27)(H2,25,26,28)",0,1009,valid
COc1ccc2[nH]cc(CCNc3cc(-c4ccc5c(c4)OCO5)ncn3)c2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C22H20N4O3/c1-27-16-3-4-18-17(9-16)15(11-24-18)6-7-23-22-10-19(25-12-26-22)14-2-5-20-21(8-14)29-13-28-20/h2-5,8-12,24H,6-7,13H2,1H3,(H,23,25,26)",1,1010,valid
O=C(NN=Cc1c[nH]c2ccccc12)c1ccn(Cc2ccc(Cl)cc2Cl)n1,True,"imine, Oxygen-nitrogen single bond",2,"InChI=1S/C20H15Cl2N5O/c21-15-6-5-13(17(22)9-15)12-27-8-7-19(26-27)20(28)25-24-11-14-10-23-18-4-2-1-3-16(14)18/h1-11,23H,12H2,(H,25,28)/b24-11+",1,1011,valid
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]4CC[C@H](c5cc(C(F)(F)F)n(C(C)=O)n5)[C@]4(C)CC[C@@H]32)C1,True,isolated alkene,1,"InChI=1S/C27H35F3N2O3/c1-15(33)32-24(27(28,29)30)14-23(31-32)22-8-7-20-19-6-5-17-13-18(35-16(2)34)9-11-25(17,3)21(19)10-12-26(20,22)4/h5,14,18-22H,6-13H2,1-4H3/t18-,19+,20-,21-,22+,25-,26+/m0/s1",0,1012,valid
COc1ccc2[nH]cc(CCNc3nc(-c4cccc(C#N)c4)nc4ccccc34)c2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C26H21N5O/c1-32-20-9-10-23-22(14-20)19(16-29-23)11-12-28-26-21-7-2-3-8-24(21)30-25(31-26)18-6-4-5-17(13-18)15-27/h2-10,13-14,16,29H,11-12H2,1H3,(H,28,30,31)",1,1013,valid
CCOC(=O)CSC1=NC(=O)/C(=C\c2ccc(OC(C)=O)cc2)S1,True,"Michael acceptor, phenol ester",2,"InChI=1S/C16H15NO5S2/c1-3-21-14(19)9-23-16-17-15(20)13(24-16)8-11-4-6-12(7-5-11)22-10(2)18/h4-8H,3,9H2,1-2H3/b13-8+",1,1014,valid
O=P(O)(O)CCP(=O)(c1ccccc1)c1ccccc1,True,phosphor,1,"InChI=1S/C14H16O4P2/c15-19(11-12-20(16,17)18,13-7-3-1-4-8-13)14-9-5-2-6-10-14/h1-10H,11-12H2,(H2,16,17,18)",0,1015,valid
C=CCN=C(NC#N)SCc1ccccc1,True,"cyanate/aminonitrile/thiocyanate, enamine, imine, imine, isolated alkene",5,"InChI=1S/C12H13N3S/c1-2-8-14-12(15-10-13)16-9-11-6-4-3-5-7-11/h2-7H,1,8-9H2,(H,14,15)",1,1016,valid
Cc1cc(=O)oc2cc(O)ccc12,True,cumarine,1,"InChI=1S/C10H8O3/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5,11H,1H3",1,1017,valid
Nc1ccc(N=Nc2ccc(-c3ccc(O)cc3)cc2)c2ccc(S(=O)(=O)O)cc12,True,"aniline, diazo group, Sulfonic acid",3,"InChI=1S/C22H17N3O4S/c23-21-11-12-22(19-10-9-18(13-20(19)21)30(27,28)29)25-24-16-5-1-14(2-6-16)15-3-7-17(26)8-4-15/h1-13,26H,23H2,(H,27,28,29)",0,1018,valid
CC(=O)c1c(C(C)=O)c(C)n(NC(=O)c2ccncc2)c1C,True,(),0,"InChI=1S/C16H17N3O3/c1-9-14(11(3)20)15(12(4)21)10(2)19(9)18-16(22)13-5-7-17-8-6-13/h5-8H,1-4H3,(H,18,22)",0,1019,valid
c1cncc(-c2nccc(-n3ccnc3)n2)c1,True,(),0,InChI=1S/C12H9N5/c1-2-10(8-13-4-1)12-15-5-3-11(16-12)17-7-6-14-9-17/h1-9H,1,1020,valid
CC(=O)Nc1cc(S(=O)(=O)Nc2ccccc2)c(C)cc1C,True,(),0,"InChI=1S/C16H18N2O3S/c1-11-9-12(2)16(10-15(11)17-13(3)19)22(20,21)18-14-7-5-4-6-8-14/h4-10,18H,1-3H3,(H,17,19)",0,1021,valid
Cc1cc(C)c(C#N)c(SCC(=O)C(C)(C)C)n1,True,(),0,"InChI=1S/C14H18N2OS/c1-9-6-10(2)16-13(11(9)7-15)18-8-12(17)14(3,4)5/h6H,8H2,1-5H3",1,1022,valid
CS(=O)(=O)N1CC(C(=O)NC2CCCC2)Oc2ccc(Cl)cc21,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C15H19ClN2O4S/c1-23(20,21)18-9-14(15(19)17-11-4-2-3-5-11)22-13-7-6-10(16)8-12(13)18/h6-8,11,14H,2-5,9H2,1H3,(H,17,19)",1,1023,valid
O=C(Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)O)c4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)cc2)cc1)Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(S(=O)(=O)O)c4cc(S(=O)(=O)O)cc(S(=O)(=O)O)c34)cc2)cc1,True,Sulfonic acid,1,"InChI=1S/C49H36N6O23S6/c56-45(50-29-9-1-27(2-10-29)47(58)54-37-17-19-39(81(67,68)69)35-21-33(79(61,62)63)23-41(43(35)37)83(73,74)75)25-5-13-31(14-6-25)52-49(60)53-32-15-7-26(8-16-32)46(57)51-30-11-3-28(4-12-30)48(59)55-38-18-20-40(82(70,71)72)36-22-34(80(64,65)66)24-42(44(36)38)84(76,77)78/h1-24H,(H,50,56)(H,51,57)(H,54,58)(H,55,59)(H2,52,53,60)(H,61,62,63)(H,64,65,66)(H,67,68,69)(H,70,71,72)(H,73,74,75)(H,76,77,78)/p-6",1,1024,valid
COc1ccc(NC(=O)C2(c3ccc(NC(=O)c4ccc(OC(C)=O)cc4)cc3)CCCC2)cc1,True,phenol ester,1,"InChI=1S/C28H28N2O5/c1-19(31)35-25-13-5-20(6-14-25)26(32)29-22-9-7-21(8-10-22)28(17-3-4-18-28)27(33)30-23-11-15-24(34-2)16-12-23/h5-16H,3-4,17-18H2,1-2H3,(H,29,32)(H,30,33)",0,1025,valid
Cc1cc(=O)[nH]c(SCC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)n1,True,(),0,"InChI=1S/C17H20N4O5S2/c1-12-10-15(22)20-17(18-12)27-11-16(23)19-13-2-4-14(5-3-13)28(24,25)21-6-8-26-9-7-21/h2-5,10H,6-9,11H2,1H3,(H,19,23)(H,18,20,22)",0,1026,valid
c1ccc2sc(SCN(C3CCCCC3)C3CCCCC3)nc2c1,True,het-C-het not in ring,1,"InChI=1S/C20H28N2S2/c1-3-9-16(10-4-1)22(17-11-5-2-6-12-17)15-23-20-21-18-13-7-8-14-19(18)24-20/h7-8,13-14,16-17H,1-6,9-12,15H2",1,1027,valid
CS(=O)(=O)N1CCC2(CC1)CN(Cc1ccc(C#N)cc1)C2,True,(),0,"InChI=1S/C16H21N3O2S/c1-22(20,21)19-8-6-16(7-9-19)12-18(13-16)11-15-4-2-14(10-17)3-5-15/h2-5H,6-9,11-13H2,1H3",0,1028,valid
CC(C)(CCC(C)(C)c1ccccc1)c1ccccc1,True,(),0,"InChI=1S/C20H26/c1-19(2,17-11-7-5-8-12-17)15-16-20(3,4)18-13-9-6-10-14-18/h5-14H,15-16H2,1-4H3",0,1029,valid
CCOC(=O)CC1C(=O)NCCN1S(=O)(=O)c1ccc(Cl)c(Cl)c1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C14H16Cl2N2O5S/c1-2-23-13(19)8-12-14(20)17-5-6-18(12)24(21,22)9-3-4-10(15)11(16)7-9/h3-4,7,12H,2,5-6,8H2,1H3,(H,17,20)",0,1030,valid
CC(C)(C)CNC(CO)C12CC3CC(CC(C3)C1)C2,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C17H31NO.ClH/c1-16(2,3)11-18-15(10-19)17-7-12-4-13(8-17)6-14(5-12)9-17;/h12-15,18-19H,4-11H2,1-3H3;1H",0,1031,valid
O=C(Nc1ccc(C=Cc2nc3ccccc3o2)cc1)c1ccc(F)cc1,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C22H15FN2O2/c23-17-10-8-16(9-11-17)22(26)24-18-12-5-15(6-13-18)7-14-21-25-19-3-1-2-4-20(19)27-21/h1-14H,(H,24,26)/b14-7+",0,1032,valid
CC(=O)N1CCN(c2nc(C)nc3sc4c(c23)CCC(C)C4)CC1,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C18H24N4OS/c1-11-4-5-14-15(10-11)24-18-16(14)17(19-12(2)20-18)22-8-6-21(7-9-22)13(3)23/h11H,4-10H2,1-3H3",1,1033,valid
Cc1noc(C)c1-c1ccc2ncnc(Nc3ccc(F)cc3)c2c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H15FN4O/c1-11-18(12(2)25-24-11)13-3-8-17-16(9-13)19(22-10-21-17)23-15-6-4-14(20)5-7-15/h3-10H,1-2H3,(H,21,22,23)",1,1034,valid
COc1ccccc1CN1CCC2(CCNCC2)CC1,True,(),0,"InChI=1S/C17H26N2O/c1-20-16-5-3-2-4-15(16)14-19-12-8-17(9-13-19)6-10-18-11-7-17/h2-5,18H,6-14H2,1H3",0,1035,valid
CC(=O)NS(=O)(=O)c1ccc(N)cc1,True,aniline,1,"InChI=1S/C8H10N2O3S.Na.H2O/c1-6(11)10-14(12,13)8-4-2-7(9)3-5-8;;/h2-5H,9H2,1H3,(H,10,11);;1H2/q;+1;/p-1",0,1036,valid
N=C(N)N/N=C\c1cnn(C(=N)N)c1,True,"imine, imine, Oxygen-nitrogen single bond",3,"InChI=1S/C6H10N8.ClH/c7-5(8)13-11-1-4-2-12-14(3-4)6(9)10;/h1-3H,(H3,9,10)(H4,7,8,13);1H/b11-1-;",0,1037,valid
COc1ccc(N=C2Nc3cccc4cccc2c34)cc1OC,True,imine,1,"InChI=1S/C19H16N2O2/c1-22-16-10-9-13(11-17(16)23-2)20-19-14-7-3-5-12-6-4-8-15(21-19)18(12)14/h3-11H,1-2H3,(H,20,21)",1,1038,valid
CN1CCN(c2ncnc3ccc(-c4ccc(C(=O)N(C)C)cc4)cc23)CC1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C22H25N5O/c1-25(2)22(28)17-6-4-16(5-7-17)18-8-9-20-19(14-18)21(24-15-23-20)27-12-10-26(3)11-13-27/h4-9,14-15H,10-13H2,1-3H3",0,1039,valid
OC(COCC1COc2ccccc2O1)CN1CCN(c2ccccc2F)CC1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C22H27FN2O4.ClH/c23-19-5-1-2-6-20(19)25-11-9-24(10-12-25)13-17(26)14-27-15-18-16-28-21-7-3-4-8-22(21)29-18;/h1-8,17-18,26H,9-16H2;1H",0,1040,valid
C(=NC12CN3CN(CN(C3)C1)C2)c1cccs1,True,imine,1,"InChI=1S/C12H16N4S/c1-2-11(17-3-1)4-13-12-5-14-8-15(6-12)10-16(7-12)9-14/h1-4H,5-10H2",0,1041,valid
O=C(NCCc1ccccc1)C(=O)NCC1(c2ccccc2)CCCC1,True,diketo group,1,"InChI=1S/C22H26N2O2/c25-20(23-16-13-18-9-3-1-4-10-18)21(26)24-17-22(14-7-8-15-22)19-11-5-2-6-12-19/h1-6,9-12H,7-8,13-17H2,(H,23,25)(H,24,26)",0,1042,valid
O=C(OC1CCN(c2ccc([N+](=O)[O-])cc2)CC1)c1ccccc1,True,"nitro group, Oxygen-nitrogen single bond",2,"InChI=1S/C18H18N2O4/c21-18(14-4-2-1-3-5-14)24-17-10-12-19(13-11-17)15-6-8-16(9-7-15)20(22)23/h1-9,17H,10-13H2",0,1043,valid
CCOC(=O)c1cnc2ccc(C)cc2c1Sc1ccccc1C(=O)OC,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C21H19NO4S/c1-4-26-21(24)16-12-22-17-10-9-13(2)11-15(17)19(16)27-18-8-6-5-7-14(18)20(23)25-3/h5-12H,4H2,1-3H3",1,1044,valid
Oc1c2c(c(O)n1Cc1ccc3c(c1)OCO3)[C@H]1[C@H](O)[C@H](O)C/C(=N/OCc3ccccc3)[C@H]1CC2,True,"imine, Oxygen-nitrogen single bond",2,"InChI=1S/C27H28N2O7/c30-20-11-19(28-36-13-15-4-2-1-3-5-15)17-7-8-18-24(23(17)25(20)31)27(33)29(26(18)32)12-16-6-9-21-22(10-16)35-14-34-21/h1-6,9-10,17-18,20,23-25,30-31H,7-8,11-14H2/b28-19-/t17-,18+,20-,23+,24-,25-/m1/s1",0,1045,valid
COc1cnc(-c2ccccc2)nc1Oc1cccc(C)c1,True,(),0,"InChI=1S/C18H16N2O2/c1-13-7-6-10-15(11-13)22-18-16(21-2)12-19-17(20-18)14-8-4-3-5-9-14/h3-12H,1-2H3",1,1046,valid
O=C(Nc1cccc(C(F)(F)F)c1)c1cccn(Cc2ccc3c(c2)OC(F)(F)O3)c1=O,True,(),0,"InChI=1S/C21H13F5N2O4/c22-20(23,24)13-3-1-4-14(10-13)27-18(29)15-5-2-8-28(19(15)30)11-12-6-7-16-17(9-12)32-21(25,26)31-16/h1-10H,11H2,(H,27,29)",1,1047,valid
C[C@]1(c2ccccc2)O[C@@H]2C[C@@H]3[C@@H]4CC=C5CC(=O)C=C[C@@]5(C)[C@]4(F)[C@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1,True,isolated alkene,1,"InChI=1S/C29H33FO6/c1-25-12-11-19(32)13-18(25)9-10-20-21-14-24-29(23(34)16-31,26(21,2)15-22(33)28(20,25)30)36-27(3,35-24)17-7-5-4-6-8-17/h4-8,11-13,20-22,24,31,33H,9-10,14-16H2,1-3H3/t20-,21+,22+,24+,25+,26-,27-,28+,29-/m0/s1",0,1048,valid
NC(=O)C[C@@H](N)c1nn[nH]n1,True,(),0,"InChI=1S/C4H8N6O/c5-2(1-3(6)11)4-7-9-10-8-4/h2H,1,5H2,(H2,6,11)(H,7,8,9,10)/t2-/m1/s1",0,1049,valid
Cc1ccsc1C=CC1=NCCCN1C,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C12H16N2S.C4H6O6/c1-10-6-9-15-11(10)4-5-12-13-7-3-8-14(12)2;5-1(3(7)8)2(6)4(9)10/h4-6,9H,3,7-8H2,1-2H3;1-2,5-6H,(H,7,8)(H,9,10)/b5-4-;/t;1-,2+",1,1050,valid
CN(C(=O)Cn1nnc(-c2cccc(C(F)(F)F)c2)n1)C1CCCCC1,True,(),0,"InChI=1S/C17H20F3N5O/c1-24(14-8-3-2-4-9-14)15(26)11-25-22-16(21-23-25)12-6-5-7-13(10-12)17(18,19)20/h5-7,10,14H,2-4,8-9,11H2,1H3",0,1051,valid
COc1ccc(C(=O)C(CCCCC(CN(C)C)C(=O)c2ccc(OC)cc2)CN(C)C)cc1,True,Aliphatic long chain,1,"InChI=1S/C28H40N2O4.ClH/c1-29(2)19-23(27(31)21-11-15-25(33-5)16-12-21)9-7-8-10-24(20-30(3)4)28(32)22-13-17-26(34-6)18-14-22;/h11-18,23-24H,7-10,19-20H2,1-6H3;1H",0,1052,valid
O=C(O)Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],True,"nitro group, Oxygen-nitrogen single bond",2,"InChI=1S/C8H6N2O6/c11-8(12)3-5-1-2-6(9(13)14)4-7(5)10(15)16/h1-2,4H,3H2,(H,11,12)",1,1053,valid
O=C(O)CCC(=O)c1ccc2ccc3cccc4ccc1c2c34,True,Polycyclic aromatic hydrocarbon,1,"InChI=1S/C20H14O3/c21-17(10-11-18(22)23)15-8-6-14-5-4-12-2-1-3-13-7-9-16(15)20(14)19(12)13/h1-9H,10-11H2,(H,22,23)",1,1054,valid
Cc1ccc(SCC(=O)Nc2cccc(NC(=O)c3ccco3)c2)cc1,True,(),0,"InChI=1S/C20H18N2O3S/c1-14-7-9-17(10-8-14)26-13-19(23)21-15-4-2-5-16(12-15)22-20(24)18-6-3-11-25-18/h2-12H,13H2,1H3,(H,21,23)(H,22,24)",1,1055,valid
CCSc1nc(=O)c2c3c(sc2[nH]1)COC(C)(CC)C3,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'InChI: Omitted undefined stereo'))",0,"InChI=1S/C14H18N2O2S2/c1-4-14(3)6-8-9(7-18-14)20-12-10(8)11(17)15-13(16-12)19-5-2/h4-7H2,1-3H3,(H,15,16,17)",0,1056,valid
O=C(c1ccco1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,True,"((2, 'molecule has a stereo bond in a ring'), (2, 'InChI: Ambiguous stereo'))",0,"InChI=1S/C17H20N4O2/c22-15(14-4-1-11-23-14)20-9-2-5-17(12-20)6-10-21(13-17)16-18-7-3-8-19-16/h1,3-4,7-8,11H,2,5-6,9-10,12-13H2/t17-/m1/s1",1,1057,valid
CCN(CC)c1nc(Nc2ccccc2)nc(Oc2ccc(C(=O)OC)cc2)n1,True,(),0,"InChI=1S/C21H23N5O3/c1-4-26(5-2)20-23-19(22-16-9-7-6-8-10-16)24-21(25-20)29-17-13-11-15(12-14-17)18(27)28-3/h6-14H,4-5H2,1-3H3,(H,22,23,24,25)",1,1058,valid
Cc1cc2n(n1)SC(Nc1ccccc1)N2,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C11H12N4S/c1-8-7-10-13-11(16-15(10)14-8)12-9-5-3-2-4-6-9/h2-7,11-13H,1H3",1,1059,valid
CC1CN(C2CCN(C(=O)c3cccc(Cl)c3)CC2)CC(C)O1,True,"((2, 'InChI: Omitted undefined stereo'),)",0,"InChI=1S/C18H25ClN2O2/c1-13-11-21(12-14(2)23-13)17-6-8-20(9-7-17)18(22)15-4-3-5-16(19)10-15/h3-5,10,13-14,17H,6-9,11-12H2,1-2H3",0,1060,valid
O=C(O)/C=C/C(=O)Nc1ccc(F)cc1F,True,Michael acceptor,1,"InChI=1S/C10H7F2NO3/c11-6-1-2-8(7(12)5-6)13-9(14)3-4-10(15)16/h1-5H,(H,13,14)(H,15,16)/b4-3+",0,1061,valid
CCSc1ncnc2c1sc1nc(-c3ccco3)c3c(c12)CC(C)(C)OC3,True,(),0,"InChI=1S/C20H19N3O2S2/c1-4-26-19-17-16(21-10-22-19)14-11-8-20(2,3)25-9-12(11)15(23-18(14)27-17)13-6-5-7-24-13/h5-7,10H,4,8-9H2,1-3H3",0,1062,valid
CC1Cc2ccccc2N1C(=O)Cn1cc([N+](=O)[O-])cn1,True,"nitro group, Oxygen-nitrogen single bond",2,"InChI=1S/C14H14N4O3/c1-10-6-11-4-2-3-5-13(11)17(10)14(19)9-16-8-12(7-15-16)18(20)21/h2-5,7-8,10H,6,9H2,1H3",0,1063,valid
CO[C@H]1COC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)C(C)NC(=O)C/C=C\[C@@H]1C,True,isolated alkene,1,"InChI=1S/C21H33NO7/c1-14-8-6-10-19(23)22-16(3)21(25)29-13-18(27-5)15(2)9-7-11-20(24)28-12-17(14)26-4/h6-9,14-18H,10-13H2,1-5H3,(H,22,23)/b8-6-,9-7-/t14-,15-,16+,17-,18-/m0/s1",0,1064,valid
C[C@]1(O)CC[C@H]2[C@@H]3[C@@H](O)C=C4CC(=O)CC[C@@]4(C)[C@H]3CC[C@]21C,True,isolated alkene,1,"InChI=1S/C20H30O3/c1-18-7-4-13(21)10-12(18)11-16(22)17-14(18)5-8-19(2)15(17)6-9-20(19,3)23/h10,14-17,22-23H,4-9,11H2,1-3H3/t14-,15-,16-,17+,18+,19+,20-/m0/s1",0,1065,valid
COc1ccc2c(c1)-c1c(sn(-c3ccc(OC)c(OC)c3)c1=S)C(C)(C)N2,True,Thiocarbonyl group,1,"InChI=1S/C21H22N2O3S2/c1-21(2)19-18(14-11-13(24-3)7-8-15(14)22-21)20(27)23(28-19)12-6-9-16(25-4)17(10-12)26-5/h6-11,22H,1-5H3",1,1066,valid
CCS(=O)(=O)N1CCC(C(=O)NCc2ccccc2OC)CC1,True,(),0,"InChI=1S/C16H24N2O4S/c1-3-23(20,21)18-10-8-13(9-11-18)16(19)17-12-14-6-4-5-7-15(14)22-2/h4-7,13H,3,8-12H2,1-2H3,(H,17,19)",1,1067,valid
COc1cccc(Nc2ncc3nc(-c4cn(C)c5ccccc45)c(=O)n(C[C@H]4CCCO4)c3n2)c1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C27H26N6O3/c1-32-16-21(20-10-3-4-11-23(20)32)24-26(34)33(15-19-9-6-12-36-19)25-22(30-24)14-28-27(31-25)29-17-7-5-8-18(13-17)35-2/h3-5,7-8,10-11,13-14,16,19H,6,9,12,15H2,1-2H3,(H,28,29,31)/t19-/m1/s1",0,1068,valid
CC(C)(C)NC(=O)C1C[C@H]2CCCC[C@@H]2CN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,True,"((5, 'molecule has a crossed bond in a ring'), (2, 'molecule has a stereo bond in a ring'))",0,"InChI=1S/C38H50N6O5.CH4O3S/c1-38(2,3)43-37(49)32-20-26-14-7-8-15-27(26)22-44(32)23-33(45)30(19-24-11-5-4-6-12-24)41-36(48)31(21-34(39)46)42-35(47)29-18-17-25-13-9-10-16-28(25)40-29;1-5(2,3)4/h4-6,9-13,16-18,26-27,30-33,45H,7-8,14-15,19-23H2,1-3H3,(H2,39,46)(H,41,48)(H,42,47)(H,43,49);1H3,(H,2,3,4)/t26-,27-,30+,31-,32+,33+;/m1./s1",0,1069,valid
Cc1cc(-c2sccc2C)nc(-n2cccc2)n1,True,(),0,"InChI=1S/C14H13N3S/c1-10-5-8-18-13(10)12-9-11(2)15-14(16-12)17-6-3-4-7-17/h3-9H,1-2H3",1,1070,valid
CN(C)C(=O)c1ccc(-c2cncnc2NCCc2c[nH]cn2)cc1,True,(),0,"InChI=1S/C18H20N6O/c1-24(2)18(25)14-5-3-13(4-6-14)16-10-20-12-23-17(16)21-8-7-15-9-19-11-22-15/h3-6,9-12H,7-8H2,1-2H3,(H,19,22)(H,20,21,23)",1,1071,valid
CCC[C@@H]1O[C@@H]2C[C@@H]3[C@H]4CC=C5CC(=O)C=C[C@@]5(C)[C@H]4[C@H](O)C[C@@]3(C)[C@@]2(C(=O)CO)O1,True,isolated alkene,1,"InChI=1S/C25H34O6/c1-4-5-21-30-20-11-17-16-7-6-14-10-15(27)8-9-23(14,2)22(16)18(28)12-24(17,3)25(20,31-21)19(29)13-26/h8-10,16-18,20-22,26,28H,4-7,11-13H2,1-3H3/t16-,17-,18-,20-,21-,22-,23-,24-,25+/m1/s1",0,1072,valid
CS(=O)(=O)Nc1ccc(Cc2noc(-c3ccc4[nH]cc(CCN)c4c3)n2)cc1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C20H21N5O3S/c1-29(26,27)25-16-5-2-13(3-6-16)10-19-23-20(28-24-19)14-4-7-18-17(11-14)15(8-9-21)12-22-18/h2-7,11-12,22,25H,8-10,21H2,1H3",1,1073,valid
O=C(c1csnn1)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,True,(),0,"InChI=1S/C21H22F6N4OS/c22-20(23,24)15-9-14(10-16(11-15)21(25,26)27)12-30-5-1-19(2-6-30)3-7-31(8-4-19)18(32)17-13-33-29-28-17/h9-11,13H,1-8,12H2",0,1074,valid
CCCC(O)(CCC)C(=O)NN1CCCCC1,True,(),0,"InChI=1S/C13H26N2O2/c1-3-8-13(17,9-4-2)12(16)14-15-10-6-5-7-11-15/h17H,3-11H2,1-2H3,(H,14,16)",0,1075,valid
COc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(-c3ccccc3)c2n1,True,"((5, 'molecule has a crossed bond in a ring'),)",0,"InChI=1S/C19H13ClN4O2/c1-26-19-21-11-15-17(23-19)24(14-5-3-2-4-6-14)18(25)16(22-15)12-7-9-13(20)10-8-12/h2-11H,1H3",1,1076,valid
Cc1cc(C)cc(N(CC(=O)NCCSc2ccccn2)S(=O)(=O)c2ccccc2)c1,True,Aliphatic long chain,1,"InChI=1S/C23H25N3O3S2/c1-18-14-19(2)16-20(15-18)26(31(28,29)21-8-4-3-5-9-21)17-22(27)24-12-13-30-23-10-6-7-11-25-23/h3-11,14-16H,12-13,17H2,1-2H3,(H,24,27)",0,1077,valid
